1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
27862.23284756725,27865.4492583057,27752.347229135947,27943.839601441952,27276.166329751275,27457.7337788257,27170.872787601023,27342.78082124875,27264.143617771304,,27397.881942197168,26909.09813090386,27212.623531073023,27176.79117733306,26802.376522009952,27293.21931163294,27885.86340615749,27934.97782311221,27751.558866211926,27716.517856107865,27450.27083484708,27466.31052607714,27383.670196777646,27190.61832718284,27484.87766117367,,27051.675475500862,27232.81353830622,27198.35239625668,26974.62725655185,27037.239411302136,27064.28836743513
27965.82563576656,27938.4270893977,27381.308178293235,27491.49073076617,27649.727935639963,27011.748884295557,27518.94840513914,26466.916369826635,27119.023316929943,,26372.07804171189,26453.389797078748,25673.153669221578,25045.891659196343,26244.61230537049,26124.8816058866,27980.19355784563,27899.841494424385,27776.798924977666,27535.562241283867,26958.293919854543,26924.778538084123,27095.250177480382,26514.905913197243,26824.84097613415,,26181.00271020532,26330.429012098062,26335.96125485291,26042.821652586077,23643.686228439197,25080.121789083925
27957.60695251577,27775.44495217008,27907.58418799266,27719.91514074256,27844.142408925683,27509.51529479978,27131.399806601938,27280.25294279039,27134.0394162046,,26618.4928311387,27144.01382049389,26772.868267137022,26924.84240513189,26990.370059617795,26995.43566200642,27972.991401363288,27697.798159631348,27816.98786162497,27879.210298697493,27637.715511118007,27134.60714895275,27843.49408898745,27798.61268125296,27053.565403732373,,26894.972314428574,27389.7255535207,26997.850931649355,27269.248895050016,27058.94435564636,26929.24906233544
